Female,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Insurance Payout
1,1,0,0,1,1,0,0,2,15,202500,23.69658515,2.921346776,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
0,0,1,0,0,1,0,0,2,25,153000,25.63502331,2.891229799,Commercial associate,Incomplete higher,Married,House / apartment,Other,485.2709809
0,0,0,0,0,0,0,0,1,40,202500,43.43415676,4.194473535,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
1,0,1,0,0,0,0,0,2,14,157500,30.26208615,4.451836793,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,0,3,5,4,135000,33.38603804,6.261593325,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,1035.079489
1,0,1,0,0,0,1,0,2,29,65250,63.76311629,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,7849.206089
0,0,1,0,0,0,0,0,2,10,90000,26.5713875,7.343066593,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2637.604108
0,0,1,0,0,0,1,0,2,12,54000,60.98961649,0,Pensioner,Lower secondary,Married,House / apartment,Other,7686.833233
0,0,1,1,1,0,0,1,3,7,180000,29.44345195,0.177963955,Working,Incomplete higher,Married,Municipal apartment,Core staff,0
0,0,1,1,1,0,0,0,2,42,180000,45.20284469,7.633284735,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,51.857522
0,0,0,0,0,0,1,0,2,11,135000,56.4227876,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,3810.646435
0,0,0,0,0,0,0,0,2,43,94500,46.06528539,0.536629773,Working,Higher education,Married,House / apartment,Security staff,3562.260741
0,0,1,0,1,0,0,0,2,27,225000,45.47115957,15.25835575,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
0,0,1,0,0,0,1,0,2,50,225000,60.46393834,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1061.284011
0,1,1,0,0,0,1,0,2,21,157500,58.88690391,0,Pensioner,Higher education,Married,House / apartment,Other,3195.582239
1,0,0,1,0,0,0,1,3,46,270000,27.22300937,1.516800482,Working,Secondary / secondary special,Married,House / apartment,Managers,0
0,0,0,0,0,0,0,0,2,27,202500,46.9277261,11.84144781,State servant,Higher education,Married,House / apartment,Other,0
0,0,1,0,0,0,0,1,3,28,108000,37.99393554,2.795403054,Commercial associate,Higher education,Married,House / apartment,Accountants,2021.571577
0,0,1,0,0,0,0,0,2,54,112500,28.59196287,1.533227924,Working,Higher education,Civil marriage,House / apartment,Core staff,1591.923104
0,0,0,0,1,0,0,0,1,57,135000,50.68687242,1.18003792,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Other,2803.964598
0,0,1,1,0,0,0,0,1,50,81000,26.82053704,0.799468846,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,2998.517841
1,0,1,0,0,1,0,0,2,0,90000,24.15929143,2.023313278,Working,Secondary / secondary special,Married,House / apartment,Laborers,2150.852595
1,1,1,1,1,0,0,2,4,56,450000,48.84699891,11.78668967,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,0,1,0,0,0,0,2,4,11,112500,29.91710987,5.092507033,Working,Incomplete higher,Married,House / apartment,Core staff,1647.137723
1,1,1,0,0,0,0,0,2,28,157500,31.414745,1.596199785,Working,Secondary / secondary special,Married,House / apartment,Other,0
0,1,1,0,0,0,1,0,2,30,202500,52.10510825,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,471.29068
1,0,1,0,0,0,1,2,4,22,81000,66.47090632,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,7277.241944
0,0,1,0,0,0,0,2,3,53,157500,37.55313251,3.627726784,Working,Secondary / secondary special,Separated,House / apartment,Laborers,575.6166868
0,0,1,0,1,0,1,0,1,5,90000,59.03201298,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,6152.550754
0,0,1,0,0,0,0,1,2,30,76500,32.41134315,3.044552592,Working,Higher education,Separated,House / apartment,Core staff,3281.823366
1,0,0,0,1,0,0,0,2,4,360000,38.215706,2.65303189,Working,Secondary / secondary special,Married,Rented apartment,Drivers,0
1,0,1,1,1,1,0,0,2,1,225000,46.08992656,8.950218006,Commercial associate,Higher education,Married,House / apartment,Other,0
1,1,1,1,1,0,0,0,1,2,315000,48.82235775,0.366879539,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
0,0,1,0,0,1,1,0,1,58,135000,62.61593325,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,5008.55567
0,1,1,0,0,0,0,0,2,50,315000,35.27245597,9.930388714,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,1,0,1,0,0,0,0,2,43,157500,58.61311321,6.877622402,Working,Secondary / secondary special,Married,House / apartment,Other,2740.39808
1,1,1,0,0,1,0,0,2,31,256500,58.87321437,4.58325633,Commercial associate,Higher education,Married,House / apartment,Core staff,0
1,1,0,0,0,0,0,2,4,48,270000,41.63535186,8.764040329,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1,1,1,1,0,0,0,2,4,60,135000,40.18426114,10.78187779,Working,Secondary / secondary special,Married,House / apartment,Laborers,1250.667454
1,1,1,0,0,0,0,0,2,35,157500,43.64771351,4.785861448,State servant,Secondary / secondary special,Married,House / apartment,Managers,651.977499
0,0,1,1,0,0,0,0,1,56,337500,58.6103753,10.61486547,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,0
0,0,0,0,0,0,0,0,2,54,135000,33.21081199,2.184849792,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff,966.7019964
0,0,1,0,0,0,0,3,5,3,157500,31.97054012,9.188415915,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,91.47175584
0,1,1,0,0,0,0,0,2,54,238500,42.22673977,10.95984175,Working,Secondary / secondary special,Married,Rented apartment,Laborers,0
0,0,1,0,0,0,0,0,2,16,171000,55.04014456,7.384135198,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,2241.031737
0,0,1,0,0,0,0,0,2,50,117000,25.76096703,2.81730631,Working,Secondary / secondary special,Married,House / apartment,Laborers,1546.744003
0,0,1,0,0,0,0,0,2,44,121500,40.70172557,16.40553879,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2207.1051
0,1,1,0,0,0,0,1,3,44,72000,46.91677447,3.466190271,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4724.532813
0,0,1,0,0,0,0,0,2,19,135000,36.01169086,3.236206082,Working,Secondary / secondary special,Married,House / apartment,Laborers,1157.442735
1,0,0,1,1,0,0,1,2,2,157500,29.73914591,3.175972128,Working,Higher education,Separated,With parents,Laborers,0
0,0,1,1,1,0,0,2,4,22,99000,32.9014285,2.965153289,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2409.766347
0,1,0,1,0,0,0,0,2,5,157500,39.20409043,2.119140023,Working,Secondary / secondary special,Married,House / apartment,Sales staff,500.2142589
1,0,1,0,1,0,0,0,2,15,157500,43.8804356,2.433999329,Working,Secondary / secondary special,Married,House / apartment,Other,1147.120149
0,0,0,1,0,0,0,0,2,15,153000,40.28830161,7.266405197,Working,Secondary / secondary special,Married,House / apartment,Security staff,956.5927921
0,0,0,0,0,0,0,1,2,26,112500,54.56922456,3.5948719,Working,Secondary / secondary special,Widow,House / apartment,Other,4118.375309
0,0,1,0,0,1,0,0,1,17,202500,35.85836807,4.887164007,Working,Higher education,Single / not married,House / apartment,Other,0
0,0,1,0,0,0,1,0,2,32,180000,59.29211414,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,2632.105359
1,1,1,0,1,1,0,0,2,41,310500,46.72785889,4.709200052,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
0,1,1,0,0,1,0,0,2,8,135000,27.95129263,4.72015168,Working,Secondary / secondary special,Married,House / apartment,Realty agents,896.0247521
1,0,1,0,0,0,0,0,2,6,90000,50.45141242,3.548327481,Working,Secondary / secondary special,Married,House / apartment,Laborers,3955.015666
0,0,1,0,1,0,0,1,3,17,81000,39.68322416,4.150667023,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,3543.262647
1,1,0,0,0,0,0,0,2,59,135000,53.70130804,1.054094198,Working,Secondary / secondary special,Married,House / apartment,Laborers,2809.572554
1,0,0,1,1,0,0,1,1,18,180000,29.17513707,2.535301888,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,1,1,0,0,0,0,0,2,23,391500,46.53072958,19.8881565,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
1,1,1,0,0,0,0,0,1,47,225000,25.2435026,4.032937021,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
1,1,1,0,0,0,0,0,2,17,135000,48.98115636,0.547581401,Working,Secondary / secondary special,Married,House / apartment,Other,2197.626985
0,1,1,0,0,0,0,0,2,51,67500,53.20574687,10.65593407,Working,Secondary / secondary special,Married,House / apartment,Sales staff,5620.372762
0,0,0,0,1,0,1,0,1,51,81000,60.99783021,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,7376.311595
0,1,0,0,0,1,0,2,4,31,130500,30.03210196,0.446278842,Working,Secondary / secondary special,Married,House / apartment,Laborers,1478.395512
0,0,1,0,0,0,1,0,2,13,112500,61.31816533,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,5544.130911
1,1,1,0,0,0,0,0,2,40,252000,37.77216507,7.343066593,Commercial associate,Higher education,Married,House / apartment,Drivers,0
0,0,0,0,1,0,1,0,2,45,81000,55.54118154,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6016.489247
0,0,1,0,1,0,0,0,2,42,135000,40.44710021,1.713929786,Working,Secondary / secondary special,Married,House / apartment,Managers,1985.487748
1,1,1,0,0,0,0,0,2,18,256500,46.67036284,11.69633873,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,0,1,0,0,0,0,0,2,4,202500,39.76262346,9.363641964,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
0,0,0,0,1,0,1,0,2,42,94500,58.51728646,0,Pensioner,Higher education,Married,House / apartment,Other,5502.180623
1,1,1,0,0,0,0,0,2,20,382500,59.54400159,3.800214926,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
1,0,0,0,0,0,0,0,2,42,139500,25.202434,1.960341417,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,774.5423538
0,0,1,1,1,0,0,0,2,38,135000,46.24598726,9.122706147,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2321.545561
0,0,1,0,0,0,1,0,2,33,225000,64.4311656,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1520.506929
0,1,1,0,0,0,0,0,2,9,189000,42.20483651,11.29660431,Commercial associate,Higher education,Married,House / apartment,Managers,0
0,0,0,0,0,0,1,0,1,28,112500,54.83206363,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,4817.658688
0,0,0,1,1,0,0,0,2,16,103500,43.77639513,18.17970253,Working,Higher education,Married,House / apartment,Other,3013.972779
1,0,1,0,1,0,0,1,2,21,202500,39.71881695,0.572222564,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
0,1,1,0,0,0,1,0,2,9,90000,58.73358111,0,Pensioner,Higher education,Married,House / apartment,Other,5696.334715
0,1,1,0,0,0,0,1,3,59,315000,42.45398605,16.69849484,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,0,0,0,0,0,1,3,39,58500,39.52716346,6.409440303,Working,Secondary / secondary special,Married,House / apartment,Core staff,4589.707846
0,1,0,0,0,0,0,0,1,27,225000,39.52442555,1.09790071,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
1,1,1,1,1,0,0,0,2,21,202500,42.22673977,8.84617754,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
1,0,0,0,1,0,0,2,4,18,202500,34.77963271,8.599765909,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,0,0,0,1,0,2,18,202500,56.56789667,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1235.109325
0,0,1,0,0,0,1,0,2,33,315000,53.29335989,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
1,0,1,0,0,0,0,0,2,16,225000,34.96581039,0.813158381,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
0,0,1,1,1,0,0,0,2,44,315000,42.5114821,10.38214337,Working,Higher education,Married,House / apartment,Accountants,0
1,0,1,0,1,1,0,0,2,10,202500,23.64730282,0.260101166,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,0
0,0,1,0,0,0,1,0,2,39,90000,63.58789024,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,6900.737818
0,0,1,1,0,0,0,1,3,22,117000,51.99011616,1.508586761,Working,Higher education,Married,House / apartment,Cleaning staff,3026.944907
0,0,0,0,1,0,0,0,2,13,180000,61.12651184,3.367625619,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2304.932715
0,0,1,0,0,0,0,1,3,11,225000,35.78718249,3.679747017,Working,Higher education,Married,House / apartment,Sales staff,0
0,0,0,1,0,0,0,0,2,46,135000,57.0086997,35.11913318,Working,Secondary / secondary special,Married,House / apartment,Other,3576.251556
1,1,0,0,0,0,0,1,3,50,225000,31.67210826,3.468928178,Working,Higher education,Married,House / apartment,Laborers,0
0,0,1,0,0,0,1,0,2,55,202500,63.80418489,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,2412.861564
